Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Episodes,Facebook,Twitter,Youtube,Website
Community-based Care Transitions Program,Siouxland Aging Services,"Operating in Iowa counties of Buena Vista, Cherokee, Ida, Monona, O'Brien, Plymouth, Sac, Sioux, and Woodbury; Nebraska counties of Dakota, Dixon, and Thurston; South Dakota county of Union","Sioux City, IA
(42.5, -96.4)",,Sioux City,IA,,,,,,
Community-based Care Transitions Program,Area Agency on Aging of Southeast Texas,,"Beaumont, TX
(30.086150000022656, -94.10157999981698)",,Beaumont,TX,,,,,,
Community-based Care Transitions Program,"Catholic Health Care Transitions Services, Inc.  ",Operating in counties of Broward and Miami-Dade,"Lauderdale Lakes, FL
(26.1661, -80.2086)",,Lauderdale Lakes,FL,,,,,,
Community-based Care Transitions Program,Atlanta Community-Based Care Transitions Program (Atlanta CCTP),"Operating in counties of Clayton, Cobb, Fulton, and Gwinnett","Atlanta, GA
(33.74831000040638, -84.39111000042601)",,,GA,,,,,,
Community-based Care Transitions Program,Three Rivers Planning & Development District,"Operating in counties of Calhoun, Chickasaw, Clay, Itawamba, Lafayette, Lee, Monroe, Pontotoc, Union, and Webster","Pontotoc, MS
(34.2478, -88.9986)",,Pontotoc,MS,,,,,,
Community-based Care Transitions Program,Aging & In-Home Services of Northeast Indiana,"Operating in counties of Adams , Allen, Blackford, DeKalb, Delaware, Elkhart, Grant, Hancock, Henry, Huntington, Jay, Kosciusko, La Grange, Madison, Noble,  Randolph, Rush, Steuben, Wabash,  Wayne, Wells, and Whitley","Fort Wayne, IN
(41.1306, -85.1289)",,Fort Wayne,IN,,,,,,
Community-based Care Transitions Program,Glendale Memorial Hospital,Operating in Los Angeles County,"Glendale, CA
(34.1425, -118.2542)",,Glendale,CA,,,,,,
Community-based Care Transitions Program,Appalachian Community Transitions (ACTion) Project,"Operating in counties of Buchanan, Dickenson, Russell, and Tazewell","Cedar Bluff, VA
(37.0875, -81.7592)",,Cedar Bluff,VA,,,,,,
Community-based Care Transitions Program,Catholic Charities of the Archdiocese of Chicago,Operating in Cook County,"Chicago, IL
(41.88415000022252, -87.63241000012124)",,,IL,,,,,,
Community-based Care Transitions Program,Lower Rio Grande Valley Development Council,"Operating in counties of Cameron, Hidalgo, Starr, and Willacy","Welasco, TX
",,,TX,,,,,,
Community-based Care Transitions Program,West Central Florida Area Agency on Aging,Operating in Hillsborough County,"Tampa, FL
(27.9472, -82.4586)",,Tampa,FL,,,,,,
Community-based Care Transitions Program,"Elder Services of the Merrimack Valley, Inc.",Operating in Massachusetts counties of Essex and Middlesex; New Hampshire counties of Hillsborough and Rockingham,"Lawrence, MA
(42.71032999992974, -71.16124000012576)",,,MA,,,,,,
Community-based Care Transitions Program,North Country Community-based Care Transitions Program,"Operating in counties of Jefferson, Lewis, and St. Lawrence","Watertown, NY
(43.9747, -75.9111)",,Watertown,NY,,,,,,
Community-based Care Transitions Program,Whatcom Alliance for Healthcare Access,"Operating in counties of Bellingham, Washington, and Whatcom","Bellingham, WA
(48.75235000025248, -122.47121999990293)",,,WA,,,,,,
Community-based Care Transitions Program,Deep East Texas Council of Governments (DETOG) Area Agency on Aging (AAA),,"Jasper, TX
(30.921330000179523, -93.99685999998889)",,Jasper,TX,,,,,,
Community-based Care Transitions Program,Access East Community-based Transitional Partnership,"Operating in counties of Edgecombe, Halifax, Nash, Northampton, and Wilson","Greenville, NC
(35.6017, -77.3725)",,Greenville,NC,,,,,,
Community-based Care Transitions Program,North East Ohio Coalition on Readmissions,"Operating in counties of Columbiana, Mahoning, and Trumbull","Niles, OH
(41.1828, -80.7656)",,Niles,OH,,,,,,
Community-based Care Transitions Program,East Central Ohio Community Care Transitions Coalition,"Operating in counties of Guernsey, Jefferson, and Tuscarawas","Byesville, OH
(39.9697, -81.5367)",,Byesville,OH,,,,,,
Community-based Care Transitions Program,Central Savannah River Regional Commission,"Operating in counties of Burke, Columbia, Glascock, Hancock, Jefferson, Jenkins, Lincoln, McDuffie, Richmond, Screven, Taliaferro, Warren, Washington, and Wilkes","Augusta, GA
(33.4708, -81.975)",,Augusta,GA,,,,,,
Community-based Care Transitions Program,"Kansas City Quality Improvement Consortium, Inc.","Operating in Kansas counties of Johnson and Wyandotte; Missouri counties of Cass, Clay, Jackson, and Platte","Kansas City, MO
(39.0997, -94.5783)",,Kansas City,MO,,,,,,
Community-based Care Transitions Program,Northeast Georgia Regional Commission,"Operating in counties of Athens-Clarke, Barrow, Greene, Elbert, Jackson, Jasper, Madison, Morgan, Newton, Oconee, Oglethorpe, and Walton","Athens, GA
(33.958129999599976, -83.37324999988743)",,Athens,GA,,,,,,
Community-based Care Transitions Program,Delaware County Office of Services for the Aging,Operating in Delaware County,"Eddystone, PA
(39.86281999994321, -75.3440900003531)",,,PA,,,,,,
Community-based Care Transitions Program,Southern Alabama Regional Council on Aging (SARCOA),"Operating in counties of Barbour, Coffee, Covington, Dale, Geneva, Henry, and Houston","Dothan, AL
(31.223220000402875, -85.39337000012523)",,Dothan,AL,,,,,,
Community-based Care Transitions Program,Central Texas Aging and Disability Resource Center,"Operating in counties of Bell, Bosque, Coryell, Falls, Freestone, Hamilton, Hill, Lampasas, Limestone, McLennan, Milam, Mills, and San Saba","Belton, TX
(31.0558, -97.4642)",,Belton,TX,,,,,,
Community-based Care Transitions Program,Eastern Virginia Care Transitions Partnership,"Operating in counties of Essex, Gloucester, Isle of Wight, James City, King George, King & Queen, King William, Lancaster, Mathews, Middlesex, Northampton, Northcumberland, Richmond, Spotsylvania, Stafford, Westmoreland, and York","Urbana, VA
(37.6375, -76.5747)",,Urbana,VA,,,,,,
Community-based Care Transitions Program,Tri-County Aging Consortium,"Operating in counties of Clinton, Eaton, and Ingham","Lansing, MI
(42.7325, -84.5556)",,Lansing,MI,,,,,,
Community-based Care Transitions Program,AccessCare,"Operating in counties of Alamance, Chatham, Durham, Franklin, Granville, Johnston, Orange, Person, Vance, Wake, and Warren","Morrisville, NC
(35.46624999963797, -79.1593199999179)",,Morrisville,NC,,,,,,
Community-based Care Transitions Program,The Coordinating Center,Operating in Baltimore County,"MD
(39.29057999976732, -76.6092600004485)",,,MD,,,,,,
Community-based Care Transitions Program,"Carelink, Inc.",,"Providence, RI
(41.82387000020054, -71.41199000003832)",,Providence,RI,,,,,,
Community-based Care Transitions Program,Care Connection Aging and Disability Resource Center (Care Connection),"Operating in counties of Austin, Fort Bend, Harris, and Walker","Houston, TX
(29.760449999867774, -95.36978000024669)",,,TX,,,,,,
Community-based Care Transitions Program,Valley Area Agency on Aging ,,"Flint, MI
(43.01074999981279, -83.68602999958466)",,Flint,MI,,,,,,
Community-based Care Transitions Program,Partners in Care Foundation,Operating in Los Angeles County,"San Fernando, CA
(34.2819, -118.4381)",,San Fernando,CA,,,,,,
Community-based Care Transitions Program,"Elder Services of Worcester, Massachusetts","Operating in counties of Hampden, Hampshire, Middlesex, Norfolk, and Worcester","Worcester, MA
(42.26340999987178, -71.8021899996686)",,,MA,,,,,,
Community-based Care Transitions Program,"Community Research Resource Information Services for Seniors, Inc. (CHRIS)",Operating in counties of Champaign and Vermillion,"Danville, IL
(40.1244, -87.63)",,Danville,IL,,,,,,
Community-based Care Transitions Program,Oceola-St. Cloud Community-based Care Transitions Coalition,Operating in Oceola County,"Orlando, FL
(28.538230000114595, -81.37738999964859)",,,FL,,,,,,
Community-based Care Transitions Program,The San Francisco Transitional Care Program (SFTCP),Operating in San Francisco County,"San Francisco, CA
(37.77711999988827, -122.41963999998586)",,,CA,,,,,,
Community-based Care Transitions Program,"Council for Jewish Elderly (“CJE SeniorLife”) in Chicago, IL",Operating in counties of Cook and Lake,"Chicago, IL
(41.88415000022252, -87.63241000012124)",,,IL,,,,,,
Community-based Care Transitions Program,"Tompkins County, New York Office for the Aging",Operating in Tompkins County,"Ithica, NY
",,,NY,,,,,,
Community-based Care Transitions Program,Community SeniorServ ,,"Anaheim, CA
(33.83275999987427, -117.91571999997785)",,Anaheim,CA,,,,,,
Community-based Care Transitions Program,"Akron/Canton, Ohio Area Agency on Aging (A/C AAA)","Operating in counties of Medina, Portage, Stark, and Summit","Uniontown, OH
(40.976080000391846, -81.40656000034357)",,,OH,,,,,,
Community-based Care Transitions Program,AgeOptions,Operating in Cook County,"Oak Park, IL
(41.88000000039989, -87.77891000029615)",,,IL,,,,,,
Community-based Care Transitions Program,The Southwest Ohio Community Care Transitions Collaborative,"Operating in Indiana counties of Dearborn, Franklin, and Ohio; Kentucky counties of Boone, Bracken, Campbell, Gallatin, Grant, Kenton, Pendleton; Ohio Counties of Brown, Clermont, Clinton, Hamilton, and Warren","Cincinnati, OH
(39.1071299998498, -84.50412999989942)",,,OH,,,,,,
Community-based Care Transitions Program,Ohio AAA Region 8,"Operating in counties of Adams, Athens, Brown, Delaware, Fairfield, Fayette, Franklin, Gallia, Highland, Hocking, Jackson, Lawrence, Licking, Madison, Meigs, Monroe, Morgan, Noble, Perry, Pickaway, Pike, Ross, Scioto, Union, Vinton, and Washington","Reno, OH
(39.373989999838784, -81.39675999987395)",,,OH,,,,,,
Community-based Care Transitions Program,"Lifespan of Greater Rochester, Inc.","Operating in counties of Livingston, Monroe, Ontario, and Wayne","Rochester, NY
(43.15548999976386, -77.61605999996885)",,,NY,,,,,,
Community-based Care Transitions Program,Capital Area Agency on Aging (CAAA) ,,"Baton Rouge, LA
(30.4433399999412, -91.18699000008826)",,Baton Rouge,LA,,,,,,
Community-based Care Transitions Program,Mt. Sinai Hospital,Operating in New York County (Manhattan),"New York, NY
(40.71454999978283, -74.00711999958816)",,,NY,,,,,,
Community-based Care Transitions Program,Sun Health ,,"Sun City, AZ
(33.60056000014407, -112.28237000027514)",,Sun City,AZ,,,,,,
Community-based Care Transitions Program,Michigan Area Agency on Aging 1-B,"Operating in counties of Macomb, and Oakland","Southfield, MI
(42.48174999986276, -83.24092999981946)",,,MI,,,,,,
Community-based Care Transitions Program,"Connecticut Community Care, Inc. (CCCI)","Operating in counties of Hartford, Tolland, Windham, and New London","Bristol, CT
(41.674490000313426, -72.94619000036806)",,,CT,,,,,,
Community-based Care Transitions Program,Upstate Care Transitions Coalition,"Operating in counties of Cherokee, Spartanburg, and Union","Greenville, SC
(34.8525, -82.3942)",,Greenville,SC,,,,,,
Community-based Care Transitions Program,Missoula Aging Services,Operating in counties of Missoula and Ravalli,"Missoula, MT
(46.872780000097066, -113.99623000021421)",,Missoula,MT,,,,,,
Community-based Care Transitions Program,Brewster Place,,"Topeka, KS
(39.04928000037188, -95.67118000035657)",,Topeka,KS,,,,,,
Community-based Care Transitions Program,Community Care Connection,"Operating in counties of Champaign, Clarke, Drake, Greene, Logan, Miami, Preble, and Shelby","Dayton, OH
(39.7589, -84.1917)",,Dayton,OH,,,,,,
Community-based Care Transitions Program,"Area Office on Aging of Northwestern Ohio, Inc.",,"Toledo, OH
(41.653809999931696, -83.5362599996991)",,Toledo,OH,,,,,,
Community-based Care Transitions Program,Ventura County Area Agency on Aging,Operating in Ventura County,"Ventura, CA
(34.2783, -119.2922)",,Ventura,CA,,,,,,
Community-based Care Transitions Program,Aging and Long Term Care of Eastern Washington ,"Operating in Washington counties of Ferry, Lincoln, Pend Oreille, Spokane, Stevens, and Whitman; Operating in Idaho counties of Benewah, Bonner, Boundary, Kootenai, and Shoshone","Spokane, WA
(47.657260000448844, -117.41227999972205)",,Spokane,WA,,,,,,
Community-based Care Transitions Program,San Diego Care Transitions Partnership,Operating in San Diego County,"CA
(37.638300000444815, -120.99958999997835)",,,CA,,,,,,
Community-based Care Transitions Program,Multnomah County Aging and Disability Services Division,"Operating in counties of Clackamas, Columbia, Multnomah, and Washington ","Portland, OR
(45.5236, -122.675)",,Portland,OR,,,,,,
Community-based Care Transitions Program,Greater New Haven Coalition for Safe Transitions,Operating in New Haven County,"New Haven, CT
(41.30712999994972, -72.92497999982697)",,,CT,,,,,,
Community-based Care Transitions Program,The Los Angeles Mid-City Integrated Care Collaborative,Operating in Marin County,"Los Angeles, CA
(34.05349000036341, -118.24532000011777)",,,CA,,,,,,
Community-based Care Transitions Program,Queens Care Transitions Collaborative,Operating in Queens County,"New York City, NY
(40.71454999978283, -74.00711999958816)",,New York City,NY,,,,,,
Community-based Care Transitions Program,The Metropolitan Area Agency on Aging,"Operating in counties of Anoka, Carver, Dakota, Hennepin, Ramsey, Scott, and Washington","North St. Paul, MN
(45.01149000026345, -92.99353999997089)",,,MN,,,,,,
Community-based Care Transitions Program,PSA 3 Area on Aging ,,"Lima, OH
(40.742689999743845, -84.10728999983348)",,Lima,OH,,,,,,
Community-based Care Transitions Program,Isabella Geriatric Center,Operating in counties of Bronx and New York,"New York, NY
(40.7142, -74.0064)",,New York,NY,,,,,,
Community-based Care Transitions Program,"Visiting Nurse Service of Schenectady & Saratoga Counties, Inc. (VNS)","Operating in counties ofClinton, Essex, Franklin, Fulton, Montgomery, Saratoga, Schenectady, and Warren","Schenectady, NY
(42.81225000013757, -73.9410200000728)",,,NY,,,,,,
Community-based Care Transitions Program,Elder Services of Berkshire County,Operating in Berkshire County,"Pittsfield, MA
(42.447380000386886, -73.25421999955319)",,,MA,,,,,,
Community-based Care Transitions Program,AltaMed Health Services Corporation,Operating in Los Angeles County,"Los Angeles, CA
(34.0522, -118.2428)",,Los Angeles,CA,,,,,,
Comprehensive Primary Care Initiative,TCHMA MOB 440,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"2123 Auburn Ave
Cincinnati, OH
(39.12016906321821, -84.50864105042052)","2123 Auburn Ave., Suite 440",Cincinnati,OH,,,,,,
Comprehensive Primary Care Initiative,Surface Creek Family Practice,Operating in the CPC market of Colorado: Statewide,"233 Cottonwood Street
Delta, CO
(38.74480999988174, -108.07086000038856)",233 Cottonwood Street,Delta,CO,,,,,,
Comprehensive Primary Care Initiative,MidValley Family Practice,Operating in the CPC market of Colorado: Statewide,"1450 Valley Road
Basalt, CO
(39.37570235081631, -107.07722326859302)","1450 E Valley Road, Suite 102",Basalt,CO,,,,,,
Comprehensive Primary Care Initiative,Aspen Internal Medicine Consultants,Operating in the CPC market of Colorado: Statewide,"225 Mill Street
Aspen, CO
(39.19190798149549, -106.81882410244845)",225 N. Mill Street Suite 116,Aspen,CO,,,,,,
Comprehensive Primary Care Initiative,"Primary Care Partners, PC",Operating in the CPC market of Colorado: Statewide,"1120 Wellington Ave
Grand Junction, CO
(39.0900129381195, -108.55445755098842)",1120 Wellington Ave.,Grand Junction,CO,,,,,,
Comprehensive Primary Care Initiative,East Hudson Primary Care,Operating in the CPC market of New Jersey: Statewide,"433 57th Street
New York, NJ
(40.786612783511146, -74.01697938542117)",433 57th Street,West New York,NJ,,,,,,
Comprehensive Primary Care Initiative,"Family Practice of Middletown, a practice site of Integrated Medicine Alliance",Operating in the CPC market of New Jersey: Statewide,"140 Tindall Road
Middletown, NJ
(40.41162247695394, -74.10239699176407)",140 Tindall Road,Middletown,NJ,,,,,,
Comprehensive Primary Care Initiative,Greenbrier Family Clinic,Operating in the CPC market of Arkansas: Statewide,"55A Broadway
Greenbrier, AR
(35.23493000001963, -92.38786999960064)",55A South Broadway,Greenbrier,AR,,,,,,
Comprehensive Primary Care Initiative,"West Washington County Clinic, P.A.",Operating in the CPC market of Arkansas: Statewide,"106 Park Street
Lincoln, AR
(35.948844724033165, -94.42294697762765)",106 Park Street,Lincoln,AR,,,,,,
Comprehensive Primary Care Initiative,St. Vincent Medical Clinic Midtowne,Operating in the CPC market of Arkansas: Statewide,"1100 University Ave
Little Rock, AR
(34.761676793978154, -92.34085459003478)","1100 North University Ave., Suite 1",Little Rock,AR,,,,,,
Comprehensive Primary Care Initiative,"Wayne R. Braendle, M.D., a practice site of Integrated Medicine Alliance",Operating in the CPC market of New Jersey: Statewide,"225 Hwy 35
Red Bank, NJ
(40.36420480339595, -74.08195410471096)","225 Hwy. 35, Suite 102-B",Red Bank,NJ,,,,,,
Comprehensive Primary Care Initiative,"The Christ Hospital Medical Associates, LLC",Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"5885 Harrison Ave
Cincinnati, OH
(39.17426794235967, -84.64190054407837)","5885 Harrison Ave., Suite. 3500",Cincinnati,OH,,,,,,
Comprehensive Primary Care Initiative,Dr. Andy's Family Practice PLLC,Operating in the CPC market of Arkansas: Statewide,"1809 Ozarka College Dr
Mountain View, AR
(35.868430000444334, -92.1206599996591)",1809 Ozarka College Dr.,Mountain View,AR,,,,,,
Comprehensive Primary Care Initiative,Upper Valley Family Care -Troy,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"700 Stanfield Rd
Troy, OH
(40.04503183815035, -84.24130858399081)",700 S Stanfield Rd.,Troy,OH,,,,,,
Comprehensive Primary Care Initiative,Upper Valley Family Care-Piqua,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"200 Kienle Dr
Piqua, OH
(40.148094142708146, -84.2080606485676)",200 Kienle Dr.,Piqua,OH,,,,,,
Comprehensive Primary Care Initiative,Harrison Family Practice Clinic,Operating in the CPC market of Arkansas: Statewide,"715 Sherman St
Ste G Harrison, AR
(36.241110307803424, -93.11451916926548)",715 W. Sherman St. Ste. G,Harrison,AR,,,,,,
Comprehensive Primary Care Initiative,"Barry V. Thompson, M.D.",Operating in the CPC market of Arkansas: Statewide,"103 Third Avenue
Crossett, AR
(33.132473998918556, -91.96081009367293)",103 East Third Avenue,Crossett,AR,,,,,,
Comprehensive Primary Care Initiative,Bryant Medical Clinic,Operating in the CPC market of Arkansas: Statewide,"319 Bryant Avenue
Bryant, AR
(34.622272022757556, -92.49576239845202)",319 Bryant Avenue,Bryant,AR,,,,,,
Comprehensive Primary Care Initiative,UAMS Area Health Education Center West,Operating in the CPC market of Arkansas: Statewide,"612 12th Street
Fort Smith, AR
(35.3781692995258, -94.42006961569194)",612 South 12th Street,Fort Smith,AR,,,,,,
Comprehensive Primary Care Initiative,St. Vincent Family Clinic - Chenal,Operating in the CPC market of Arkansas: Statewide,"1811 Rahling Rd
Little Rock, AR
(34.77281040070085, -92.44792787084327)","1811 Rahling Rd., Suite 120",Little Rock,AR,,,,,,
Comprehensive Primary Care Initiative,"Mark W. Hinman, MD, LLC",Operating in the CPC market of Colorado: Statewide,"1350 Tulip St
Longmont, CO
(40.18201656965334, -105.12370999586147)",1350 Tulip St.,Longmont,CO,,,,,,
Comprehensive Primary Care Initiative,Miramont Family Medicine - Centre,Operating in the CPC market of Colorado: Statewide,"1014 Centre Ave
Fort Collins, CO
(40.55552680750288, -105.09470491756898)",1014 Centre Ave.,Fort Collins,CO,,,,,,
Comprehensive Primary Care Initiative,Hampden Medical Group,Operating in the CPC market of Colorado: Statewide,"221 Hampden Ave
Englewood, CO
(39.65320622320462, -104.9844229999635)",221 E Hampden Ave.,Englewood,CO,,,,,,
Comprehensive Primary Care Initiative,Colorado Springs Health Partners P.C. - Monument,Operating in the CPC market of Colorado: Statewide,"1770 Deer Creek Rd
Monument, CO
(39.1055640734624, -104.86005575653161)",1770 Deer Creek Rd.,Monument,CO,,,,,,
Comprehensive Primary Care Initiative,Miramont Family Medicine,Operating in the CPC market of Colorado: Statewide,"4674 Snow Mesa Drive
Fort Collins, CO
(40.52110145185563, -105.03163034258422)","4674 Snow Mesa Drive, Suite 140",Fort Collins,CO,,,,,,
Comprehensive Primary Care Initiative,"Primary Care Partners, PC",Operating in the CPC market of Colorado: Statewide,"3150 12th Street
Grand Junction, CO
(39.09480818199199, -108.55233026646624)",3150 N 12th Street,Grand Junction,CO,,,,,,
Comprehensive Primary Care Initiative,Highlands Family Health Center,Operating in the CPC market of New Jersey: Statewide,"61 Frontage Road
Hampton, NJ
(40.641848916454705, -74.9930585499219)",61 Frontage Road,Hampton,NJ,,,,,,
Comprehensive Primary Care Initiative,"Jeanne Tomaino, M.D., a practice site of Integrated Medicine Alliance",Operating in the CPC market of New Jersey: Statewide,"225 Hwy 35
Red Bank, NJ
(40.36420480339595, -74.08195410471096)",225 Hwy. 35,Red Bank,NJ,,,,,,
Comprehensive Primary Care Initiative,Summit Medical Group - 552 Westfield Ave,Operating in the CPC market of New Jersey: Statewide,"552 Westfield Ave
Westfield, NJ
(40.646219621517105, -74.34739929220626)",552 Westfield Ave.,Westfield,NJ,,,,,,
Comprehensive Primary Care Initiative,Summit Medical Group - 8 Mountain Boulevard,Operating in the CPC market of New Jersey: Statewide,"8 Mountain Boulevard
Warren, NJ
(40.621461286050476, -74.4830080610044)",8 Mountain Boulevard,Warren,NJ,,,,,,
Comprehensive Primary Care Initiative,Woodbridge Internal Medical Associates,Operating in the CPC market of New Jersey: Statewide,"1000 Route 9
Woodbridge, NJ
(40.554519999798345, -74.27852000029765)","1000 Route 9 North, Suite 302",Woodbridge,NJ,,,,,,
Comprehensive Primary Care Initiative,TriHealth: Group Health- Springdale,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"55 Progress Place
Cincinnati, OH
(39.297929055529664, -84.466238016739)",55 Progress Place,Cincinnati,OH,,,,,,
Comprehensive Primary Care Initiative,"Kelsey Smith, M.D.",Operating in the CPC market of Oklahoma: Greater Tulsa Region,"1921 6th Street
Suite A Stillwater, OK
(36.115812089697215, -97.08223366291038)",1921 West 6th Street Suite A,Stillwater,OK,,,,,,
Comprehensive Primary Care Initiative,West Shores Medical Clinic,Operating in the CPC market of Arkansas: Statewide,"2605 Albert Pike
Hot Springs, AR
(34.50943999955649, -93.05221999995291)",2605 Albert Pike,Hot Springs,AR,,,,,,
Comprehensive Primary Care Initiative,UAMS AHEC-NW Family Practice Residency Program,Operating in the CPC market of Arkansas: Statewide,"1125 College Avenue
Fayetteville, AR
(36.07771767199489, -94.15708039430763)",1125 N. College Avenue,Fayetteville,AR,,,,,,
Comprehensive Primary Care Initiative,Colorado Springs Health Partners - Fountain,Operating in the CPC market of Colorado: Statewide,"5115 Fontaine Blvd
Fountain, CO
(38.736518285518855, -104.73261283175947)",5115 Fontaine Blvd.,Fountain,CO,,,,,,
Comprehensive Primary Care Initiative,"Forest Hill Family Health Associates, PA",Operating in the CPC market of New Jersey: Statewide,"465 Mt Prospect Ave
Newark, NJ
(40.767741085509336, -74.16944583475212)",465 Mt. Prospect Ave.,Newark,NJ,,,,,,
Comprehensive Primary Care Initiative,Harvey R Gross MD PC,Operating in the CPC market of New Jersey: Statewide,"370 Grand Ave
Englewood, NJ
(40.880916832013106, -73.97891731318505)",370 Grand Ave. Suite 102,Englewood,NJ,,,,,,
Comprehensive Primary Care Initiative,Jersey Coast Family Medicine LLC,Operating in the CPC market of New Jersey: Statewide,"495 Jack Martin Blvd
Brick, NJ
(40.080593296344205, -74.13404410443329)",495 Jack Martin Blvd. Suite 5,Brick,NJ,,,,,,
Comprehensive Primary Care Initiative,Raritan Family Health Care,Operating in the CPC market of New Jersey: Statewide,"901 US Hwy 202
Upper Floor Raritan, NJ
(40.567870000300445, -74.63581999989293)",901 US Hwy 202 Upper Floor,Raritan,NJ,,,,,,
Comprehensive Primary Care Initiative,"Red Bank Medical, a practice site of Integrated Medicine Alliance",Operating in the CPC market of New Jersey: Statewide,"27 Pinckney Road
Red Bank, NJ
(40.340261273928945, -74.06262897162844)",27 Pinckney Road,Red Bank,NJ,,,,,,
Comprehensive Primary Care Initiative,"Richard Corson, MD, LLC",Operating in the CPC market of New Jersey: Statewide,"313 Courtyard Drive
Hillsborough, NJ
(40.54940836421595, -74.61249838465099)",313 Courtyard Drive,Hillsborough,NJ,,,,,,
Comprehensive Primary Care Initiative,Riverfield Family Health Center,Operating in the CPC market of New Jersey: Statewide,"140 Boulevard
Washington, NJ
(40.76098210567608, -74.97467640764302)",140 Boulevard,Washington,NJ,,,,,,
Comprehensive Primary Care Initiative,Albany Medical College Faculty Group Practice,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"724 Watervliet-Shaker Rd
Latham, NY
(42.73857554226518, -73.78712255021473)",724 Watervliet-Shaker Rd.,Latham,NY,,,,,,
Comprehensive Primary Care Initiative,CapitalCare Family Practice Niskayuna,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"976 Balltown Road
Niskayuna, NY
",976 Balltown Road,Niskayuna,NY,,,,,,
Comprehensive Primary Care Initiative,Community Care Physicians/Albany Family Practice Group,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"2 Clara Barton Drive
Albany, NY
(42.64725610281107, -73.77607799343258)",2 Clara Barton Drive Suite 201,Albany,NY,,,,,,
Comprehensive Primary Care Initiative,St. Elizabeth Physician's - Hebron Medical Arts,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"2093 Medical Arts Drive
Hebron, KY
(39.07900969301063, -84.7063851907091)",2093 Medical Arts Drive,Hebron,KY,,,,,,
Comprehensive Primary Care Initiative,EHMG - Seabrook Village ,Operating in the CPC market of New Jersey: Statewide,"3000 Essex Road
Tinton Falls, NJ
(40.29956999955601, -74.09253000015923)",3000 Essex Road,Tinton Falls,NJ,,,,,,
Comprehensive Primary Care Initiative,LMG Tualatin,Operating in the CPC market of Oregon: Statewide,"19875 65th Ave
Tualatin, OR
(45.37619484140015, -122.74396463797109)","19875 SW 65th Ave., Suite 100",Tualatin,OR,,,,,,
Comprehensive Primary Care Initiative,St. Elizabeth Physicians Florence - Turfway,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"7370 Turfway Rd
Florence, KY
(39.01521665042267, -84.63270158649604)","7370 Turfway Rd., Suite 100",Florence,KY,,,,,,
Comprehensive Primary Care Initiative,Hopewell Family Practice,Operating in the CPC market of New Jersey: Statewide,"84 Broad Street
Hopewell, NJ
(40.39064728537743, -74.75699172796598)",84 East Broad Street,Hopewell,NJ,,,,,,
Comprehensive Primary Care Initiative,St. Elizabeth Physicians to Hebron - Litton Lane,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"1980 Litton Ln
Hebron, KY
(39.078188710890515, -84.7082995341454)",1980 Litton Ln.,Hebron,KY,,,,,,
Comprehensive Primary Care Initiative,OMNI Owasso MOB,Operating in the CPC market of Oklahoma: Greater Tulsa Region,"12455 100th Street
Owasso, OK
(36.29876203357651, -95.83490053827114)",12455 E. 100th Street North #120,Owasso,OK,,,,,,
Comprehensive Primary Care Initiative,Bryant Family Practice,Operating in the CPC market of Arkansas: Statewide,"507 Commerce
Bryant, AR
(34.62078522512824, -92.50133155165689)",507 West Commerce,Bryant,AR,,,,,,
Comprehensive Primary Care Initiative,Lakewood Family Medicine,Operating in the CPC market of Colorado: Statewide,"1555 Wadsworth Blvd
Lakewood, CO
(39.68849561963435, -105.08150481302641)",1555 S Wadsworth Blvd.,Lakewood,CO,,,,,,
Comprehensive Primary Care Initiative,SDCIM,Operating in the CPC market of Colorado: Statewide,"1600 Grand Ave
Pueblo, CO
(38.28174902125961, -104.61173733493047)",1600 N. Grand Ave.,Pueblo,CO,,,,,,
Comprehensive Primary Care Initiative,San Luis Valley Regional Medical Center,Operating in the CPC market of Colorado: Statewide,"2115 Stuart Street
Alamosa, CO
(37.47354435510356, -105.88914595348172)",2115 Stuart Street,Alamosa,CO,,,,,,
Comprehensive Primary Care Initiative,Longs Peak Family Practice,Operating in the CPC market of Colorado: Statewide,"1309 Sunset St
Longmont, CO
(40.1818007323663, -105.12138974502591)",1309 Sunset St.,Longmont,CO,,,,,,
Comprehensive Primary Care Initiative,Roaring Fork Family Physicians,Operating in the CPC market of Colorado: Statewide,"1340 Highway 133
Carbondale, CO
(39.39690843807443, -107.21543411059008)",1340 Highway 133,Carbondale,CO,,,,,,
Comprehensive Primary Care Initiative,Provident Healthcare,Operating in the CPC market of Colorado: Statewide,"799 Hampden Ave
Englewood, CO
(39.653179243543775, -104.97867633219624)","799 E. Hampden Ave., Suite 300",Englewood,CO,,,,,,
